"CASE.ID","SOURCE","DEPARTMENT","WORK.GROUP","REQUEST.TYPE","CREATION.DATE","CREATION.MONTH","CREATION.YEAR","STATUS","EXCEEDED.EST.TIMEFRAME","CLOSED.DATE","CLOSED.MONTH","CLOSED.YEAR","DAYS.TO.CLOSE","STREET.ADDRESS","ADDRESS.WITH.GEOCODE","ZIP.CODE","NEIGHBORHOOD","COUNCIL.DISTRICT","PARCEL.ID.NO","XCOORDINATE","YCOORDINATE","QUALITY.OF.SERVICE","TIMELINESS.OF..SERVICE","CUSTOMER.SERVICE"
2011074275,"PHONE","Health","Health-Rat-","Rat Control Treatment","03/23/2011",3,2011,"RESOL","N","03/28/2011",3,2011,5,"2618 OAKLEY AVE","2618 OAKLEY AVE
Kansas City, Missouri 64127
(39.07702054800046, -94.51792028399967)",64127,"South Blue Valley",3,20671,2783528.4,1059719.18,NA,NA,NA
2009166985,"PHONE","Health","Health-Rat-","Rat Control Treatment","06/23/2009",6,2009,"RESOL","N","07/13/2009",7,2009,20,"7001 E 113th St","7001 113th St
Kansas City, Missouri 64134
(38.918510280000476, -94.50921018099967)",64134," ",NA,0,0,0,NA,NA,NA
2009138266,"PHONE","Health","Health-Rat-","Rat Control Treatment","05/27/2009",5,2009,"RESOL","N","06/16/2009",6,2009,20,"2401 E 10TH ST","2401 10TH ST
Kansas City, Missouri 64127
(39.101620623000485, -94.5534105809997)",64127,"Independence Plaza",3,11845,2773547.21,1068605.44,NA,NA,NA
2009227669,"PHONE","Health","Health-Rat-","Rat Control Treatment","08/18/2009",8,2009,"RESOL","N","09/02/2009",9,2009,15,"5320 CHARLOTTE ST","5320 CHARLOTTE ST
Kansas City, Missouri 64110
(39.03022059900047, -94.57711072499967)",64110,"Western 49-63",4,143412,2766707,1042676.4,NA,NA,NA
2013069163,"PHONE","Health","Health-Rat-","Rat Control Treatment","05/23/2013",5,2013,"RESOL","N","06/06/2013",6,2013,14,"3540 BELL ST","3540 BELL ST
Kansas City, Missouri 64111
(39.063080235000484, -94.60609062699967)",64111,"Volker",4,130154,2758488.11,1054649.06,NA,NA,NA
2010102579,"PHONE","Health","Health-Rat-","Rat Control Treatment","03/17/2010",3,2010,"RESOL","N","03/22/2010",3,2010,5,"903 EUCLID AVE","903 EUCLID AVE
Kansas City, Missouri 64127
(39.103249324000444, -94.55819958399968)",64127,"Forgotten Homes",3,11786,2772015.16,1068425.64,NA,NA,NA
2011135127,"PHONE","Health","Health-Rat-","Rat Control Treatment","06/07/2011",6,2011,"RESOL","N","06/28/2011",6,2011,21,"568 HARRISON ST","568 HARRISON ST
Kansas City, Missouri 64106
(39.107761137000466, -94.57129054599966)",64106,"Columbus Park",4,220184,2768379.58,1070897.15,NA,NA,NA
2009061863,"PHONE","Health","Health-Rat-","Rat Control Treatment","03/12/2009",3,2009,"RESOL","N","04/03/2009",4,2009,22,"4121 BROOKLYN AVE","4121 BROOKLYN AVE
Kansas City, Missouri 64130
(39.05121057400049, -94.55845066399968)",64130,"Ivanhoe Southeast",3,136958,2772203.23,1050311,NA,NA,NA
2008035988,"PHONE","Health","Health-Rat-","Rat Control Treatment","02/15/2008",2,2008,"RESOL","N","02/15/2008",2,2008,0,"7135 PASEO","7135 PASEO
Kansas City, Missouri 64132
(38.99726071300046, -94.56475019199968)",64132,"East Meyer 7",5,115206,2770398.05,1030610.27,NA,NA,NA
2008265007,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/24/2008",10,2008,"RESOL","N","11/14/2008",11,2008,21,"3201 E 60th st","3201 60th st
Kansas City, Missouri 64130
(39.01736112700047, -94.54876112199969)",64130," ",NA,0,0,0,NA,NA,NA
2012175215,"WALK","Health","Health-Rat-","Rat Control Treatment","12/28/2012",12,2012,"RESOL","N","01/08/2013",1,2013,11,"2426 MYRTLE AVE","2426 MYRTLE AVE
Kansas City, Missouri 64127
(39.08117106800046, -94.53615054299968)",64127,"East Community Team South",3,17047,2778364.1,1061225.8,NA,NA,NA
2012175120,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/28/2012",12,2012,"RESOL","N","01/08/2013",1,2013,11,"2736 CYPRESS AVE","2736 CYPRESS AVE
Kansas City, Missouri 64128
(39.07501096700048, -94.53058040999969)",64128,"East Community Team South",3,22299,2779944.05,1058981.22,NA,NA,NA
2007195980,"PHONE","Health","Health-Rat-","Rat Control Education","12/31/2007",12,2007,"RESOL","N","12/31/2007",12,2007,0,"1600 E 83RD ST","1600 83RD ST
Kansas City, Missouri 64131
(38.977130341000475, -94.56925100599966)",64131,"Marlborough Heights/Marlboroug",5,116792,2769021.7,1023411.69,NA,NA,NA
2012175506,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/28/2012",12,2012,"RESOL","N","01/08/2013",1,2013,11,"3014 CLEVELAND AVE","3014 CLEVELAND AVE
Kansas City, Missouri 64128
(39.070661101000496, -94.5389805479997)",64128,"Ingleside",3,24098,2777531.66,1057391.43,NA,NA,NA
2011237424,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/28/2011",12,2011,"RESOL","N","01/04/2012",1,2012,7,"4339 TRACY AVE","4339 TRACY AVE
Kansas City, Missouri 64110
(39.04741034700049, -94.57008064999968)",64110,"Manheim Park",3,137855,2768899.01,1048927.3,NA,NA,NA
2013087724,"PHONE","Health","Health-Rat-","Rat Control Treatment","06/24/2013",6,2013,"RESOL","N","07/09/2013",7,2013,15,"10323 RICHMOND AVE","10323 RICHMOND AVE
Kansas City, Missouri 64134
(38.93582101800047, -94.50154058999965)",64134,"Hickman Mills South",6,70591,2788396.34,1008295.53,NA,NA,NA
2009365189,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/18/2009",12,2009,"RESOL","N","12/21/2009",12,2009,3,"112 MONROE AVE","112 MONROE AVE
Kansas City, Missouri 64123
(39.1125108440005, -94.5373304799997)",64123,"Scarritt Point",1,41609,2778033.6,1072642,NA,NA,NA
2010395913,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/28/2010",12,2010,"RESOL","N","01/11/2011",1,2011,14,"7416 MONTGALL AVE","7416 MONTGALL AVE
Kansas City, Missouri 64132
(38.991581114000496, -94.55607004899969)",64132,"Noble And Gregory Ridge",5,3705,2772679.34,1028618.88,NA,NA,NA
2010395642,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/28/2010",12,2010,"RESOL","N","12/28/2010",12,2010,0,"4508 MONROE AVE","4508 MONROE AVE
Kansas City, Missouri 64130
(39.043731110000465, -94.54149021999967)",64130,"Oak Park Southeast",3,34076,2776824.21,1047590.11,NA,NA,NA
2010347301,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/19/2010",10,2010,"RESOL","N","10/27/2010",10,2010,8,"6944 INDIANA AVE","6944 INDIANA AVE
Kansas City, Missouri 64132
(38.99969087700049, -94.54746019499964)",64132," ",NA,0,0,0,NA,NA,NA
2009373809,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/28/2009",12,2009,"RESOL","N","01/20/2010",1,2010,23,"3628 Agnes Ave","3628 Agnes Ave
Kansas City, Missouri 64128
(39.0595000940005, -94.54875075099966)",64128," ",NA,0,0,0,NA,NA,NA
2010366687,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/16/2010",11,2010,"RESOL","N","11/23/2010",11,2010,7,"2809 BROOKLYN AVE","2809 BROOKLYN AVE
Kansas City, Missouri 64109
(39.07517113400047, -94.55723039699967)",64109,"Key Coalition",3,26520,2772562.97,1059034.44,NA,NA,NA
2009114759,"PHONE","Health","Health-Rat-","Rat Control Treatment","05/06/2009",5,2009,"RESOL","N","06/03/2009",6,2009,28,"3641 NORTON AVE","3641 NORTON AVE
Kansas City, Missouri 64128
(39.05893086600048, -94.53610099499969)",64128,"Palestine East",3,27685,2778545.84,1053104.03,NA,NA,NA
2008243131,"PHONE","Health","Health-Rat-","Rat Control Treatment","09/29/2008",9,2008,"RESOL","N","10/24/2008",10,2008,25,"2323 MONTGALL AVE","2323 MONTGALL AVE
Kansas City, Missouri 64127
(39.08364040900045, -94.55101037599968)",64127,"Washington Wheatley",3,16298,2774316.03,1062116.02,NA,NA,NA
2009325157,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/13/2009",11,2009,"RESOL","N","11/24/2009",11,2009,11,"4229 AGNES AVE","4229 AGNES AVE
Kansas City, Missouri 64130
(39.04877004000048, -94.54932112999967)",64130,"Oak Park Southwest",3,30203,2774794.29,1049420.8,NA,NA,NA
2009258927,"PHONE","Health","Health-Rat-","Rat Control Treatment","09/21/2009",9,2009,"RESOL","N","10/08/2009",10,2009,17,"102 E 78th ter","102 78th ter
Kansas City, Missouri 64114
(38.98570101600046, -94.58841000599966)",64114," ",NA,0,0,0,NA,NA,NA
2007194260,"PHONE","Health","Health-Rat-","Rat Control Education","12/28/2007",12,2007,"RESOL","N","12/28/2007",12,2007,0,"4932 GARFIELD AVE","4932 GARFIELD AVE
Kansas City, Missouri 64130
(39.036410660000456, -94.56044065599968)",64130,"Blue Hills",5,138752,2771448,1044920.2,NA,NA,NA
2007195033,"PHONE","Health","Health-Rat-","Rat Control Education","12/28/2007",12,2007,"RESOL","N","12/31/2007",12,2007,3,"1037 W 59TH ST","1037 59TH ST
Kansas City, Missouri 64113
(39.020860609000465, -94.60080049799967)",64113,"Country Club District",4,108404,2760073.23,1039169.21,NA,NA,NA
2007194454,"PHONE","Health","Health-Rat-","Rat Control Education","12/28/2007",12,2007,"RESOL","N","01/02/2008",1,2008,5,"3604 MONTGALL AVE","3604 MONTGALL AVE
Kansas City, Missouri 64128
(39.06049105700049, -94.55216035499967)",64128,"Oak Park Northwest",3,28803,2773801.6,1053682.4,NA,NA,NA
2012145068,"WEB","Health","Health-Rat-","Rat Control Treatment","10/15/2012",10,2012,"RESOL","Y","11/13/2012",11,2012,29,"2444 POPLAR AVE","2444 POPLAR AVE
Kansas City, Missouri 64127
(39.080340273000445, -94.52562098699968)",64127,"East Community Team South",3,19200,2781343.09,1060923.95,NA,NA,NA
2008258237,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/16/2008",10,2008,"RESOL","N","11/13/2008",11,2008,28,"1234 HUNTINGTON RD","1234 HUNTINGTON RD
Kansas City, Missouri 64113
(39.019071115000486, -94.60523102299965)",64113,"Stratford Gardens",4,108659,2758745.4,1038722,NA,NA,NA
2011236514,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/27/2011",12,2011,"RESOL","N","01/18/2012",1,2012,22,"3430 MICHIGAN AVE","3430 MICHIGAN AVE
Kansas City, Missouri 64109
(39.063420159000486, -94.56126107999967)",64109,"Key Coalition",3,126363,2771213.5,1054764.27,5,5,5
2011236763,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/27/2011",12,2011,"RESOL","N","01/18/2012",1,2012,22,"4124 BENTON BLVD","4124 BENTON BLVD
Kansas City, Missouri 64130
(39.05084069200046, -94.54690018499969)",64130,"Oak Park Southwest",3,30288,2775260.57,1050168.02,NA,NA,NA
2010395242,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/27/2010",12,2010,"RESOL","N","01/11/2011",1,2011,15,"3714 E 8TH ST","3714 8TH ST
Kansas City, Missouri 64124
(39.103050606000465, -94.53821082399969)",64124,"Lykins",3,9743,2777878.93,1069295.53,NA,NA,NA
2010394755,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/27/2010",12,2010,"RESOL","N","01/11/2011",1,2011,15,"4710 EVANSTON AVE","4710 EVANSTON AVE
Kansas City, Missouri 64133
(39.03685083100049, -94.46586016599969)",64133,"Stayton Meadows",3,50172,2798323.31,1045083.61,NA,NA,NA
2012161296,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/21/2012",11,2012,"RESOL","N","12/03/2012",12,2012,12,"6804 E 86TH ST","6804 86TH ST
Kansas City, Missouri 64138
(38.969280993000496, -94.50887025799966)",64138,"Oldham Farms",5,55193,2786187.06,1020568.95,NA,NA,NA
2010394704,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/27/2010",12,2010,"RESOL","N","01/11/2011",1,2011,15,"8010 CAMPBELL ST","8010 CAMPBELL ST
Kansas City, Missouri 64131
(38.98188004800045, -94.57849000699969)",64131,"Rockhill Manor",5,119218,2766306.93,1025053.45,NA,NA,NA
2010394714,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/27/2010",12,2010,"RESOL","N","01/11/2011",1,2011,15,"4100 BENTON BLVD","4100 BENTON BLVD
Kansas City, Missouri 64130
(39.05145024900048, -94.54686100799967)",64130,"Oak Park Southwest",3,30303,2775270.57,1050408.21,NA,NA,NA
2009318548,"PHONE","Health","Health-Rat-","Rat Control Treatment","11/09/2009",11,2009,"RESOL","N","11/24/2009",11,2009,15,"6406 COLLEGE AVE","6406 COLLEGE AVE
Kansas City, Missouri 64132
(39.01005104800049, -94.54814004099967)",64132,"Swope Park Campus",5,1428,2774935.53,1035329.17,NA,NA,NA
2008173502,"PHONE","Health","Health-Rat-","Rat Control Treatment","07/14/2008",7,2008,"RESOL","N","07/30/2008",7,2008,16,"4316 FOREST AVE","4316 FOREST AVE
Kansas City, Missouri 64110
(39.048110935000466, -94.57131013499969)",64110,"Manheim Park",3,137887,2768354.4,1049169,NA,NA,NA
2010205612,"PHONE","Health","Health-Rat-","Rat Control Treatment","06/03/2010",6,2010,"RESOL","N","06/14/2010",6,2010,11,"3217 BELLEFONTAINE AVE","3217 BELLEFONTAINE AVE
Kansas City, Missouri 64128
(39.067180056000495, -94.54727006799965)",64128,"Oak Park Northwest",3,25113,2775368.85,1056126.28,3,4,5
2011109888,"PHONE","Health","Health-Rat-","Rat Control Treatment","04/29/2011",4,2011,"RESOL","N","05/17/2011",5,2011,18,"3037 PASEO","3037 PASEO
Kansas City, Missouri 64109
(39.07075097900048, -94.56669063499965)",64109,"Mount Hope",3,27485,2769875.7,1057441.8,NA,NA,NA
2008144089,"PHONE","Health","Health-Rat-","Rat Control Treatment","06/12/2008",6,2008,"RESOL","N","06/27/2008",6,2008,15,"2601 BELLEFONTAINE AVE","2601 BELLEFONTAINE AVE
Kansas City, Missouri 64127
(39.07862106700048, -94.54651071399968)",64127,"Washington Wheatley",3,16772,2775593.1,1060278.2,NA,NA,NA
2008202398,"PHONE","Health","Health-Rat-","Rat Control Treatment","08/13/2008",8,2008,"RESOL","N","09/04/2008",9,2008,22,"4138 COLLEGE AVE","4138 COLLEGE AVE
Kansas City, Missouri 64130
(39.050190804000465, -94.54577094899969)",64130,"Oak Park Southeast",3,30320,2775617.8,1049945.1,NA,NA,NA
2008264174,"PHONE","Health","Health-Rat-","Rat Control Treatment","10/23/2008",10,2008,"RESOL","N","10/23/2008",10,2008,0,"1406 E 76th ter","1406 76th ter
Kansas City, Missouri 64131
(38.98822105800048, -94.57080082699969)",64131," ",NA,0,0,0,NA,NA,NA
2011227224,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/01/2011",12,2011,"RESOL","N","12/07/2011",12,2011,6,"2454 PARK AVE","2454 PARK AVE
Kansas City, Missouri 64127
(39.08118028700045, -94.55574049599966)",64127,"Wendell Phillips",3,14130,2772792.84,1061231.04,NA,NA,NA
2012174308,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/26/2012",12,2012,"RESOL","N","01/08/2013",1,2013,13,"3921 CLEVELAND AVE","3921 CLEVELAND AVE
Kansas City, Missouri 64130
(39.05414082900046, -94.53980097399966)",64130,"Vineyard Northwest",3,30483,2777507.3,1051375.36,5,5,5
2011129385,"PHONE","Health","Health-Rat-","Rat Control Treatment","05/27/2011",5,2011,"RESOL","N","06/07/2011",6,2011,11,"4009 E 25TH ST","4009 25TH ST
Kansas City, Missouri 64127
(39.08016051700048, -94.53569078199968)",64127,"East Community Team South",3,17585,2778572.85,1060766.54,NA,NA,NA
2008315309,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/26/2008",12,2008,"RESOL","N","01/09/2009",1,2009,14,"6220 AGNES AVE","6220 AGNES AVE
Kansas City, Missouri 64130
(39.01310114000046, -94.55148050799966)",64130,"South Town Fork Creek",5,211031,2773984.7,1036456.1,NA,NA,NA
2011129692,"PHONE","Health","Health-Rat-","Rat Control Treatment","05/27/2011",5,2011,"RESOL","N","06/03/2011",6,2011,7,"1828 KANSAS AVE","1828 KANSAS AVE
Kansas City, Missouri 64127
(39.089210542000444, -94.5483808679997)",64127,"Washington Wheatley",3,222845,2774878.67,1064140.85,NA,NA,NA
2007191934,"PHONE","Health","Health-Rat-","Rat Control Education","12/26/2007",12,2007,"RESOL","N","12/26/2007",12,2007,0,"4024 MYRTLE AVE","4024 MYRTLE AVE
Kansas City, Missouri 64130
(39.05222112600046, -94.5375908959997)",64130,"Vineyard Northwest",3,30535,2777935,1050690.3,NA,NA,NA
2007191805,"PHONE","Health","Health-Rat-","Rat Control Education","12/26/2007",12,2007,"RESOL","N","12/26/2007",12,2007,0,"8312 Highland Ave","8312 Highland Ave
Kansas City, Missouri 64131
(38.97655074300047, -94.56837066299965)",64131," ",NA,0,0,0,NA,NA,NA
2007191621,"PHONE","Health","Health-Rat-","Rat Control Education","12/26/2007",12,2007,"RESOL","N","12/27/2007",12,2007,1,"119 W 39TH ST","119 39TH ST
Kansas City, Missouri 64111
(39.05664012800048, -94.58824061999968)",64111,"Old Westport",4,132684,2763646.6,1052197.4,NA,NA,NA
2007191850,"PHONE","Health","Health-Rat-","Rat Control Education","12/26/2007",12,2007,"RESOL","N","12/26/2007",12,2007,0,"2739 ASKEW AVE","2739 ASKEW AVE
Kansas City, Missouri 64128
(39.07520109300049, -94.54108000699966)",64128,"Ingleside",3,23658,2777143.1,1059046.6,NA,NA,NA
2008108003,"PHONE","Health","Health-Rat-","Rat Control Treatment","05/06/2008",5,2008,"RESOL","N","05/06/2008",5,2008,0,"11205 E 44TH TER","11205 44TH TER
Kansas City, Missouri 64133
(39.04052085100045, -94.4472001049997)",64133,"Sterling Acres",5,49311,2803701.6,1046319.6,NA,NA,NA
2010306336,"PHONE","Health","Health-Rat-","Rat Control Treatment","08/30/2010",8,2010,"RESOL","Y","09/22/2010",9,2010,23,"7220 PARK AVE","7220 PARK AVE
Kansas City, Missouri 64132
(38.9953905590005, -94.56051094499969)",64132,"East Meyer 7",5,115059,2771412.4,1029968.9,NA,NA,NA
2007154299,"PHONE","Health","Health-Rat-","Rat Control Education","11/05/2007",11,2007,"RESOL","N","11/05/2007",11,2007,0,"1422 E 66TH ST","1422 66TH ST
Kansas City, Missouri 64131
(39.00823044200047, -94.56914038799965)",64131,"Neighbors United For Action",5,105497,2769065.1,1034790.2,NA,NA,NA
2011110302,"PHONE","Health","Health-Rat-","Rat Control Treatment","04/29/2011",4,2011,"RESOL","Y","05/25/2011",5,2011,26,"6210 E 109TH TER","6210 109TH TER
Kansas City, Missouri 64134
(38.926401109000494, -94.51766101999965)",64134,"Stratford Estates",6,60012,2783687.65,1004951.42,NA,NA,NA
2008314612,"PHONE","Health","Health-Rat-","Rat Control Treatment","12/24/2008",12,2008,"RESOL","N","01/09/2009",1,2009,16,"4824 AGNES AVE","4824 AGNES AVE
Kansas City, Missouri 64130
(39.03745001800047, -94.5499110989997)",64130,"North Town Fork Creek",5,35028,2774449.3,1045297.4,NA,NA,NA
2010207395,"PHONE","Health","Health-Rat-","Rat Control Treatment","06/07/2010",6,2010,"RESOL","N","06/18/2010",6,2010,11,"3423 BROOKLYN AVE","3423 BROOKLYN AVE
Kansas City, Missouri 64109
(39.063740493000466, -94.5577904059997)",64109,"Key Coalition",3,126606,2772400.16,1054874,NA,NA,NA
2012056386,"PHONE","Health","Health-Rat-","Rat Control Treatment","05/01/2012",5,2012,"RESOL","N","05/09/2012",5,2012,8,"2454 PARK AVE","2454 PARK AVE
Kansas City, Missouri 64127
(39.08118028700045, -94.55574049599966)",64127,"Wendell Phillips",3,14130,2772792.84,1061231.04,NA,NA,NA
